id	examNumber	questionNumber	category	topic	type	difficulty	question	optionA	optionB	optionC	optionD	optionE	answerIndex	correctAnswer	explanation	source	sourcePhoto	answerPhoto	image	imageAlt	imageCaption
"exam5-024"	"5"	"24"	"Radiopharmaceuticals"	"Thyroid Imaging"	"concept"	"4"	"Patient preparation for post-thyroidectomy I3II whole-body imaging for metastases may include all of the following except:"	"administration of 600-1000 mg of potassium perchlorate 2 hr before imaging"	"administration of exogenous TSH"	"discontinuation of replacement thyroid hormone"	"following a low-iodine diet for 1-2 weeks before imaging"	"no IV CT contrast 6 weeks before"	"0"	"administration of 600-1000 mg of potassium perchlorate 2 hr before imaging"	"After a thyroidectomy, the purpose of 131I whole-body imaging is to detect the presence of residual thyroid tissue and/or distant metastases. To enhance the visualization of any metastases, the patient may be instructed to limit dietary iodine. The patient may also discontinue replacement thyroid hormone therapy to permit the metastases to function as thyroid tissue. Exogenous TSH may also be prescribed to stimulate the metastases to concentrate iodine."	"Source: Christian, et al., 2004; pp. 364-365."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-025"	"5"	"25"	"Radiopharmaceuticals"	"Cardiac Imaging"	"concept"	"5"	"The administration technique for [99mTc] bicisate (ECD) includes which"	"direct venous stick"	"infusion at peak cardiac stress"	"bolus injection technique"	"infusion over 3 hours"	"minimize environmental stimuli"	"4"	"minimize environmental stimuli"	"It is desirable to image the brain in as close to a ""resting"" state as possible. Because uptake of [99mTc] bicisate (ECD) can be affected by sensory input, distractions (bright lights, noise, pain) should be kept to a minimum."	"Source: Tikofsky, et al., 1993; p. 59."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-026"	"5"	"26"	"Radiopharmaceuticals"	"PET"	"protocol"	"1"	"Which of the following instructions should be given to patients after administration of [18F]FDG for PET imaging?"	"The patient may leave the imaging area and return in approximately 90 min."	"The patient should rest quietly in a designated waiting area until imaging begins."	"The patient may read or watch television until imaging begins."	"The patient should consume a fatty meal to clear excess tracer from the hepatobiliary system."	"The patient should exercise in place for 15 minutes before the start of imaging."	"1"	"The patient should rest quietly in a designated waiting area until imaging begins."	"Patients who receive [18F]FDG for PET imaging must remain quiet during the interval between tracer administration and imaging. Small changes in tissue metabolism can cause uptake in skeletal muscle that may obscure or be mistaken for disease or can decrease the amount of tracer taken up into the tumor."	"Source: Christian, 2004; pp. 311-312."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-027"	"5"	"27"	"Clinical Procedures"	"Clinical Procedures"	"protocol"	"2"	"In performing a gastric-emptying study, imaging should begin:"	"15 min after meal consumption, then every 15 min for 1 hr"	"immediately after meal consumption, then every 15 min for at least 2 hr"	"immediately after meal consumption, then every 5 min for at least 1 hr"	"1 hr after meal consumption, then every 15 min for the next hour"	"2 hr after meal consumption, then every 15 min for at least 2 hrs"	"1"	"immediately after meal consumption, then every 15 min for at least 2 hr"	"With the patient upright, imaging should begin immediately after meal consumption for 1 min, then every 15 min for at least 2 hr. Imaging may need to be extended beyond 2 hr if it appears that the stomach is not emptying."	"Source: Early and Sodee, 1995; p. 524."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-028"	"5"	"28"	"Patient Care"	"Patient Care"	"protocol"	"3"	"A patient with a chest tube arrives in the nuclear medicine department for an imaging study. The technologist should:"	"Place the chest tube's external apparatus on a level lower than the patient's chest."	"Cancel the procedure because chest tube apparatus will interfere with the study."	"Place the chest tube's external apparatus on the imaging table next to the patient."	"Hang the chest tube's external apparatus from an IV pole and raise it above the patient's chest."	"Drain the chest tube while holding in place during the imaging procedure."	"0"	"Place the chest tube's external apparatus on a level lower than the patient's chest."	"For proper drainage, the chest tube apparatus must always remain lower than the patient's chest. Waterstram-Rich & Gilmore, 2017;"	"Source: Adler and Carlton, 2003; p. 215."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-029"	"5"	"29"	"Instrumentation & QC"	"Generator / Eluate"	"image-interpretation"	"4"	"Where is the x-ray generator located in a CT scanner?"	"under the patient imaging table"	"inside the operator's console"	"inside the gantry"	"inside the electronics cabinet"	"inside the computer workstation"	"2"	"inside the gantry"	"The gantry houses the key components of the scanner: the x-ray tube, the detector array, the power generator, and the data acquisition system."	"Source: pp. 305-307."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-030"	"5"	"30"	"Radiopharmaceuticals"	"Thyroid Imaging"	"protocol"	"5"	"To help clear the thyroid, liver, and bowel when performing a cardiac perfusion study with sestamibi, a technologist should give what before imaging?"	"a fatty meal"	"dobutamine"	"dextrose intravenously"	"adenosine"	"a glass of cold water"	"4"	"a glass of cold water"	"The sestamibi pharmaceutical for cardiac imaging concentrates in multiple organs and can affect the image. In an effort to clear activity out of the thyroid, liver, and bowel, cold water can be given to the patient prior to imaging to increase the target-to-nontarget ratio for imaging the heart."	"Source: Shackett, 2009; p. 67."	"Question photos/Questions/Exam 5/IMG_1163.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-031"	"5"	"31"	"Patient Care"	"Patient Care"	"concept"	"1"	"A contraindication for performing a myocardial perfusion resting study is:"	"fasting for 4-12 hr before the study"	"drinking cold water before the study"	"having a normal sinus rhythm"	"being NPO for 4-12 hr before study"	"having a nitroglycerin drip"	"4"	"having a nitroglycerin drip"	"A nitroglycerin drip will interfere with determining if, at rest, the cardiac arteries are partially occluded. (Patients suffering from angina could be on nitroglycerin therapy.)"	"Source: Shackett, 2009; p. 67."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-032"	"5"	"32"	"Radiation Safety"	"Radiation Safety"	"concept"	"2"	"A post-surgery patient is in the nuclear medicine department for a study. The technologist notices that the patient's surgical dressing shows signs of drainage. The most appropriate action for the technologist is to:"	"Reinforce the dressing with additional gauze and notify the appropriate medical personnel."	"Remove the old dressing and replace it with a fresh one."	"Terminate the study and transport the patient back to his/her room."	"Complete the nuclear medicine procedure and ignore the dressing."	"Remove the dressing and drain the wound."	"0"	"Reinforce the dressing with additional gauze and notify the appropriate medical personnel."	"The technologist should report the drainage and reinforce the original dressing with additional dressing until appropriate medical personnel are available to address the patient's needs."	"Source: Adler and Carlton, 2003; pp. 248-249."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-033"	"5"	"33"	"Clinical Procedures"	"Clinical Procedures"	"protocol"	"3"	"If the hematocrit is 40% and a plasma-volume determination, performed with [125I]-human serum albumin, is 3,900 mL, what are the derived red cell and whole blood volumes, in milliliters?"	"Whole blood volume (mL) 1,560"	"Red cell volume (mL) 2,340"	"5,850"	"2,600"	"6,500"	"3"	"2,600"	"The red cell and whole blood volumes can be calculated from the measured plasma volume (PV) using the following formulas: PV (mL) × 100 total blood volume (TBV) = 1 - HCT 3900 ml TBV = = 6500 mL 1 - 0.40 red cell volume = TBV - PV = 6500 mL - 3900 mL =2600 mL"	"Source: Early and Sodee, 1995; p. 728."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	"assets/question-bank/retake/exam5-033/e5q33.jpg"	"Graphic for Exam 5, Question 33."	""
"exam5-034"	"5"	"34"	"Radiation Safety"	"Radiation Safety"	"concept"	"4"	"During a red blood cell survival study, the first blood sample is taken 24 hr after the injection of the labeled cells. This 24 hr time period is needed to allow:"	"the radiochromium to decay to a level compatible with the scintillation detector"	"patient recovery from the radiopharmaceutical injection"	"removal of any cells damaged during the labeling process"	"uniform mixing of the labeled cells throughout the vascular system"	"a better non-target ratio"	"2"	"removal of any cells damaged during the labeling process"	"The time span between injection and blood sampling allows the body to remove cells damaged during the labeling process and allows free chromic ions to be removed from the plasma."	"Source: Christian, et al., 2004; p. 527."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-035"	"5"	"35"	"Clinical Procedures"	"Clinical Procedures"	"concept"	"5"	"If an anticoagulant is added to a blood sample, the fluid portion of the blood sample is known as:"	"serum"	"plasma"	"antiserum"	"blood complement"	"clotting factor"	"1"	"plasma"	"Preventing clot formation with the addition of an anticoagulant will result in the fluid portion remaining as plasma. The fluid portion of a blood sample that has been allowed to clot is serum."	"Source: Early and Sodee, 1995; p. 725."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-036"	"5"	"36"	"Patient Care"	"Cardiac Imaging"	"concept"	"1"	"In a hospital setting, CPR cannot legally be administered to a patient in cardiac arrest when the:"	"patient has an infectious disease"	"patient's spouse or significant other indicates their wishes"	"patient is hallucinating"	"patient's chart indicates a terminal illness"	"patient's chart indicates DNR"	"4"	"patient's chart indicates DNR"	"CPR should always be administered to a patient in cardiac arrest unless the patient, patient's family, or patient's physician has specifically requested that it not be done. In these cases, DNR (Do Not Resuscitate) or ""allow natural death"" should be clearly indicated on the patient's chart."	"Source: Adler and Carlton, 2003; pp. 246-247."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-037"	"5"	"37"	"Clinical Procedures"	"Clinical Procedures"	"image-interpretation"	"3"	"Pentagastrin is commonly used in which of the following scans:"	"gastric emptying"	"deep vein thrombosis"	"Meckel's diverticulum"	"LeVeen shunt patency"	"myocardial perfusion imaging"	"2"	"Meckel's diverticulum"	"Pentagastrin stimulates ectopic gastric mucosal uptake of pertechnetate by 30%- 60% while decreasing emptying time into small bowel and decreasing background."	"Source: Shackett, 2009; p. 174."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
"exam5-038"	"5"	"38"	"Clinical Procedures"	"Clinical Procedures"	"image-interpretation"	"4"	"Data collected from a red cell survival procedure are plotted on what type of graph paper?"	"semilog"	"linear"	"log-log"	"logit-log"	"logit-logit"	"0"	"semilog"	"Red cell survival half-time is obtained from a graph of the net counts per minute of each blood sample plotted on the log scale and time plotted on the linear scale of semi-log paper."	"Source: Christian, et al., 2004; p. 527."	"Question photos/Questions/Exam 5/IMG_1164.jpeg"	"Question photos/Answers/Exam 5/IMG_1242.jpeg"	""	""	""
